45 469
1 8 -9
1 10 4
1 12 2
1 19 0
1 16 -4
1 42 -4
1 45 -3
1 37 -3
1 14 2
2 39 4
2 19 10
2 38 9
2 43 4
2 6 4
2 22 -4
2 7 -3
2 8 -1
2 26 10
2 41 -1
2 35 -6
2 17 4
3 29 5
3 14 4
3 28 7
3 40 -4
3 30 -8
3 33 6
3 45 10
3 41 4
3 2 -3
3 8 9
3 25 1
3 13 0
4 22 3
4 12 -7
4 3 -2
4 43 -8
4 16 5
4 36 -1
4 30 -1
4 42 1
4 41 6
4 9 4
4 32 0
5 25 7
5 17 -8
5 40 7
5 33 4
5 27 -9
5 13 -2
5 12 -5
5 36 -8
5 28 7
5 4 6
5 38 5
5 35 6
5 6 -7
5 45 4
5 29 10
5 16 1
5 2 2
6 40 -1
6 1 6
6 22 -4
6 23 4
6 43 4
6 37 5
6 14 3
6 17 6
6 21 -8
6 2 -7
6 27 -3
6 32 -4
7 39 -2
7 43 -1
7 29 10
7 6 -10
7 30 -1
7 14 7
7 18 -10
8 39 -2
8 14 -3
8 23 -7
8 35 -8
8 1 5
8 31 -4
8 26 6
8 4 1
8 42 8
8 40 4
8 19 -7
9 18 1
9 1 5
9 15 -7
9 14 -5
9 22 7
9 27 0
9 7 -1
9 13 7
9 20 -7
9 11 -5
9 34 -2
9 2 7
10 21 6
10 27 -7
10 12 9
10 42 -6
10 24 10
10 11 -6
11 1 -4
11 7 -4
11 9 -9
11 40 2
11 14 8
11 27 10
11 39 1
11 34 -7
11 43 -5
11 16 9
11 36 7
11 26 -2
11 10 -1
11 13 -1
12 17 3
12 24 -3
12 25 -4
12 13 5
12 41 -2
12 36 4
12 15 -8
12 45 -10
13 23 -8
13 15 1
13 39 -9
13 44 3
13 1 6
13 7 -3
13 37 8
13 36 -10
13 42 -5
13 30 -5
13 29 8
13 2 -2
13 12 3
13 28 -6
14 20 -2
14 28 0
14 2 3
14 16 3
14 40 4
14 42 -5
14 39 -2
14 43 -10
14 23 -2
14 27 -10
14 9 -2
14 33 2
15 35 -4
15 12 -8
15 16 -2
15 1 0
15 28 -5
15 13 -5
15 3 -1
15 33 -5
15 9 -8
15 4 -5
15 34 -7
15 10 -1
16 9 -2
16 15 -8
16 19 -1
16 17 -2
16 6 8
16 45 -9
16 29 9
16 7 5
16 38 5
17 40 -9
17 31 9
17 19 -3
17 5 -1
17 34 4
17 41 9
17 43 -10
17 18 -1
18 7 3
18 8 -7
18 17 8
18 14 0
18 21 9
18 39 9
19 15 2
19 9 -4
19 21 2
19 39 -4
19 14 -4
19 34 1
19 16 -9
19 17 -9
19 7 -6
20 2 10
20 42 -3
20 44 7
20 7 1
20 34 7
20 23 -5
20 30 0
20 32 10
20 21 -10
20 31 2
20 33 3
21 18 -5
21 31 8
21 16 -6
21 32 10
21 41 5
21 17 -6
21 10 4
21 42 -3
21 22 0
21 11 6
22 20 5
22 25 1
22 27 2
22 14 1
22 19 -8
22 8 -2
23 14 2
23 20 -10
23 24 8
23 8 9
23 26 -1
23 1 0
23 2 0
23 43 0
23 28 10
23 12 4
23 29 5
24 21 5
24 23 -7
24 39 8
24 19 -9
24 45 -5
24 41 7
24 44 7
24 4 2
24 17 -4
24 7 7
24 27 8
24 13 6
25 16 -9
25 37 -3
25 7 3
25 32 5
25 22 -8
25 9 5
25 28 -10
25 5 9
25 29 -2
25 45 -4
26 9 -10
26 45 -1
26 22 7
26 20 9
26 2 -4
26 15 5
26 32 -9
27 32 1
27 38 7
27 4 -2
27 18 5
27 28 4
27 19 10
27 33 6
27 42 3
27 5 -1
27 37 4
27 11 -8
27 23 -3
27 36 1
27 24 -8
28 40 2
28 8 -10
28 41 0
28 38 6
28 1 7
28 31 -10
28 18 9
28 16 10
28 27 -5
28 14 -9
28 29 7
28 10 -2
29 30 10
29 21 8
29 31 -9
29 24 -1
29 33 0
29 34 -4
29 6 5
29 45 7
29 16 4
29 27 -7
29 19 1
29 18 -2
29 8 0
30 15 -9
30 43 10
30 29 2
30 6 7
30 42 6
30 2 -5
30 27 8
30 20 -10
30 41 1
30 37 -3
30 33 -1
31 43 -5
31 20 -7
31 3 3
31 9 -1
31 24 9
31 27 10
31 36 6
31 39 -4
31 5 8
31 1 -1
31 37 -5
31 4 -1
31 22 3
31 29 -9
32 36 -3
32 22 -10
32 5 0
32 35 8
32 4 9
32 15 -5
32 23 9
32 13 -4
33 32 1
33 4 -7
33 36 -8
33 35 -7
34 43 9
34 2 0
34 15 5
34 38 -2
34 45 6
34 28 0
34 31 4
34 12 7
34 6 5
34 17 8
34 16 -8
34 36 -9
34 19 -2
35 3 6
35 36 4
35 4 -7
35 11 0
35 2 9
35 21 -6
36 12 -3
36 2 1
36 13 3
36 32 6
36 43 -2
36 33 10
36 3 7
36 25 -5
36 7 4
36 35 -5
36 11 10
36 4 2
36 26 -1
36 22 3
36 19 -4
37 12 -6
37 44 8
37 31 8
37 1 -6
37 29 4
37 40 9
37 43 -5
37 16 -3
37 13 -4
37 45 7
38 45 -1
38 3 4
38 31 -7
38 30 -9
38 16 -2
38 25 -1
38 22 7
38 35 -4
38 37 -6
38 19 -8
39 37 -1
39 20 1
39 6 2
39 44 -7
39 31 -10
39 14 -9
40 9 -4
40 3 -4
40 33 9
40 5 -3
40 6 -4
40 27 -9
40 8 3
40 18 -2
40 13 -7
40 15 -8
40 43 0
40 31 -8
40 35 10
40 25 8
41 15 4
41 1 1
41 34 -10
41 27 -5
41 29 7
41 39 9
41 42 7
41 43 9
41 17 0
42 10 7
42 36 7
42 17 -1
42 21 -4
42 1 -1
42 32 5
42 20 2
42 37 -7
43 44 -10
43 35 -6
43 4 4
43 10 0
43 25 -10
43 26 9
43 16 9
43 40 5
43 33 8
43 23 -6
43 8 3
43 12 2
43 32 -4
43 3 2
43 7 -5
44 19 9
44 11 -1
44 24 5
44 40 1
44 20 -9
44 13 -3
44 23 -1
44 35 6
44 34 5
44 42 0
44 37 0
44 43 5
45 14 -2
45 34 0
45 8 -3
45 3 9
45 2 -8
45 10 10
45 43 4
