16 234
1 11 -1
1 15 6
1 6 1
1 5 8
1 14 -1
1 16 2
1 2 8
1 9 7
1 4 4
1 7 -10
1 8 1
1 3 9
1 10 -1
1 12 -4
2 3 -2
2 14 3
2 13 -5
2 6 10
2 1 2
2 5 10
2 16 3
2 10 4
2 9 0
2 8 4
2 11 10
2 12 10
2 4 -4
2 15 -10
2 7 5
3 14 -2
3 15 -10
3 16 5
3 6 -6
3 9 4
3 2 2
3 5 4
3 10 -1
3 11 -6
3 7 10
3 4 -2
3 1 -10
3 13 2
4 3 2
4 16 2
4 7 3
4 13 7
4 15 8
4 9 -2
4 12 4
4 14 -10
4 1 8
4 2 -3
4 6 10
4 11 4
4 5 2
4 8 -10
4 10 8
5 4 -2
5 11 -1
5 14 6
5 6 8
5 9 -10
5 2 2
5 16 0
5 3 -6
5 7 10
5 10 8
5 13 9
5 8 2
5 1 10
5 12 8
5 15 0
6 8 -4
6 4 -3
6 16 6
6 5 5
6 2 -2
6 11 10
6 14 5
6 10 -3
6 1 0
6 9 -4
6 12 10
6 7 4
6 3 -5
6 13 0
6 15 0
7 6 9
7 3 2
7 10 10
7 12 -4
7 2 -3
7 8 4
7 11 -1
7 9 -2
7 5 8
7 4 4
7 13 -3
7 16 7
7 1 5
7 15 -2
7 14 7
8 9 -3
8 7 8
8 15 -6
8 10 4
8 16 10
8 2 -7
8 11 1
8 13 -3
8 14 9
8 6 5
8 12 8
8 1 9
8 3 3
8 4 -6
9 6 -10
9 2 5
9 4 2
9 7 -7
9 16 5
9 5 3
9 11 -1
9 10 -1
9 12 -7
9 8 -4
9 15 -8
9 1 -2
9 14 6
9 3 4
10 7 9
10 12 0
10 6 1
10 11 -9
10 4 -9
10 2 -1
10 1 -5
10 13 0
10 9 3
10 14 5
10 15 8
10 8 -6
10 5 -1
10 16 6
10 3 4
11 2 4
11 7 0
11 14 0
11 3 6
11 1 -4
11 9 1
11 15 -7
11 12 -5
11 4 -10
11 16 8
11 8 7
11 10 3
11 13 -3
11 6 1
12 15 -9
12 13 2
12 8 -9
12 9 -3
12 3 -9
12 6 10
12 10 3
12 1 -1
12 2 4
12 7 -3
12 5 -6
12 16 2
12 11 -8
12 14 -5
12 4 -3
13 1 -10
13 12 8
13 3 3
13 11 -9
13 6 -8
13 16 0
13 5 2
13 7 6
13 2 7
13 10 -6
13 8 7
13 4 9
13 9 -10
13 14 -6
13 15 0
14 7 5
14 5 -1
14 13 -5
14 2 5
14 6 -4
14 4 -8
14 11 1
14 10 -8
14 9 3
14 8 -8
14 15 10
14 3 -4
14 16 2
14 1 10
14 12 8
15 8 6
15 14 3
15 5 -1
15 3 -5
15 11 0
15 4 6
15 16 8
15 9 9
15 2 2
15 13 10
15 12 -10
15 6 5
15 1 3
15 7 -1
15 10 -8
16 13 -7
16 10 -4
16 14 7
16 4 8
16 9 -3
16 15 5
16 11 -3
16 1 1
16 6 6
16 5 9
16 2 10
16 12 -6
16 3 -6
16 8 -1
16 7 -10
