48 404
1 47 -6
1 32 6
1 25 -10
1 42 4
1 18 8
1 30 -4
2 47 -5
2 7 7
2 41 8
2 24 6
2 43 4
2 27 -5
2 26 1
2 32 1
3 29 -9
3 42 -10
3 30 6
3 33 9
3 36 -4
3 39 -4
3 1 -2
3 2 7
3 41 2
3 10 -3
4 46 10
4 40 -8
4 13 -9
4 22 -9
4 35 -1
4 38 -10
4 29 -9
4 3 -4
5 3 -7
5 4 -9
5 13 4
5 22 6
5 15 7
5 20 -7
5 34 -3
5 29 -8
5 12 -8
5 26 -7
5 28 7
5 8 -9
6 11 -4
6 8 -8
6 4 8
6 10 6
6 16 1
6 41 6
6 15 -2
6 14 1
6 45 1
7 21 1
7 27 4
7 31 -7
7 38 8
7 44 3
7 3 -8
8 36 7
8 37 9
8 2 -9
8 45 7
8 4 2
8 21 -1
8 44 -3
8 7 10
8 40 -9
9 10 -7
9 18 9
9 8 2
9 13 -2
9 20 3
9 2 6
10 9 6
10 40 -7
10 47 -8
10 22 7
10 19 -5
10 27 0
10 36 10
10 35 4
10 42 0
10 16 -10
10 1 2
11 24 9
11 27 -2
11 14 -2
11 25 2
11 3 8
11 28 8
11 8 -8
11 30 -3
11 40 -6
12 40 5
12 47 9
12 26 -6
12 45 6
12 42 1
12 3 6
12 11 -3
12 9 6
12 43 1
13 41 -4
13 4 9
13 42 -5
13 19 -10
13 7 6
13 28 -7
13 12 -5
13 2 -3
13 44 -1
14 12 -4
14 23 -7
14 25 6
14 32 -6
14 41 -6
14 36 5
14 13 1
14 6 -5
14 17 0
15 31 0
15 36 -8
15 45 7
15 33 -10
15 17 8
15 2 -6
16 42 1
16 34 6
16 13 9
16 30 5
16 11 10
16 18 -4
16 39 -8
16 45 3
16 43 4
16 37 6
16 5 6
17 37 -6
17 29 -10
17 45 -10
17 10 8
17 47 -4
17 14 -7
17 11 -3
17 9 -8
17 33 6
17 21 2
17 5 -6
18 20 -8
18 4 3
18 32 1
18 3 1
18 26 0
18 17 -1
18 27 9
19 5 0
19 48 6
19 32 5
19 20 -3
19 25 -2
19 4 1
19 39 -10
19 34 6
20 37 10
20 18 6
20 48 -6
20 15 -10
20 32 8
20 17 1
20 3 6
21 28 3
21 23 -7
21 14 10
21 13 2
21 8 5
21 19 8
21 1 3
21 32 -4
21 48 6
22 24 -8
22 12 8
22 42 4
22 17 8
22 6 0
22 28 -5
22 25 -5
22 45 -4
22 20 -10
22 21 7
22 37 4
22 15 -3
22 47 -4
23 6 -9
23 14 -9
23 33 -2
23 26 -9
23 43 -7
24 27 10
24 17 6
24 2 -4
24 43 4
24 21 5
24 47 9
24 9 4
24 15 8
25 43 5
25 10 -9
25 46 10
25 26 -6
25 3 -1
25 11 1
25 13 -3
26 27 -1
26 1 -6
26 17 10
26 43 -10
26 20 1
26 9 -9
26 32 8
26 41 2
26 45 -6
26 22 8
27 11 -3
27 36 4
27 31 4
27 30 3
27 42 10
27 40 3
27 26 -7
27 15 6
27 45 -1
28 38 1
28 47 10
28 1 -9
28 30 9
28 13 10
28 2 -7
28 18 -6
28 11 7
28 12 -4
28 35 5
28 14 -7
28 33 -1
28 19 7
29 27 0
29 8 -3
29 34 -8
29 22 2
29 14 4
29 40 8
29 36 -4
29 41 -3
29 18 -6
29 26 3
30 31 0
30 48 4
30 47 -10
30 35 -4
30 6 -8
30 11 -1
30 16 1
30 7 -10
30 20 -3
31 24 7
31 45 -7
31 40 5
31 44 3
31 34 -9
31 16 6
31 2 10
31 19 -9
31 26 4
31 8 -8
32 42 -7
32 44 -7
32 21 -1
32 38 -1
32 12 -9
32 34 -1
32 17 9
32 16 3
33 46 0
33 14 -6
33 42 -6
33 25 -9
34 31 4
34 28 -1
34 23 2
34 38 5
34 8 -10
34 15 -6
34 17 -3
34 29 -9
34 37 -4
34 5 10
35 45 -8
35 29 -9
35 6 -6
35 28 -7
35 5 3
35 12 -5
35 42 6
36 37 7
36 34 9
36 10 -5
36 22 -2
36 14 -8
36 26 2
36 30 9
36 35 4
37 47 -3
37 8 3
37 12 -7
37 19 -8
37 14 1
37 34 -3
37 48 0
37 21 -6
37 23 -2
37 16 -2
37 41 7
38 29 -3
38 48 -6
38 45 10
38 22 6
38 25 -4
38 23 0
39 2 10
39 18 9
39 34 5
39 42 -10
39 1 9
39 23 -9
39 14 -2
39 6 -5
39 27 6
39 3 -10
40 31 -1
40 11 -8
40 46 3
40 23 -2
40 3 -3
41 26 -4
41 25 -9
41 43 8
41 38 2
41 29 5
42 9 4
42 29 1
42 26 8
42 32 -8
42 5 -3
42 11 -3
42 33 -7
42 14 1
42 34 -7
42 17 9
43 18 -8
43 4 -2
43 33 -3
43 30 -10
43 19 2
43 25 -1
43 32 5
43 13 0
43 29 1
43 14 -6
43 8 -9
44 16 -3
44 21 6
44 1 1
44 24 -6
45 17 -9
45 27 -9
45 38 -4
45 35 6
45 12 -3
45 21 -4
45 18 6
45 23 -9
45 44 -3
45 2 5
45 9 -8
45 33 -1
46 13 2
46 4 6
46 10 -8
46 48 1
46 9 -5
46 35 6
46 16 -3
46 38 -4
47 34 -5
47 26 4
47 2 0
48 38 -10
48 17 2
48 35 4
48 15 1
48 6 10
48 23 -6
48 26 0
48 22 2
