27 447
1 27 -8
1 26 -9
1 25 -1
1 9 3
1 17 -4
1 3 10
1 20 -4
1 16 -2
1 8 1
1 10 3
1 19 -8
1 22 4
1 5 -1
1 14 0
1 18 2
1 4 -9
2 9 0
2 12 -2
2 22 -1
2 3 8
2 4 -8
2 18 7
2 23 10
2 15 10
2 21 -6
2 11 -9
2 6 1
2 25 -4
2 16 2
2 7 -5
2 24 -10
2 27 -9
2 1 -10
2 26 -7
3 18 2
3 4 7
3 10 -10
3 23 3
3 13 3
3 22 -2
3 19 7
3 12 -9
3 24 8
3 25 5
3 17 1
3 9 5
3 6 -6
3 2 -7
4 2 5
4 3 -7
4 9 2
4 11 10
4 17 7
4 12 6
4 13 -1
4 8 -8
4 27 9
4 23 7
4 18 1
4 26 4
4 6 -1
4 10 0
4 7 8
4 15 7
4 25 -10
5 10 -4
5 1 -7
5 25 5
5 23 -8
5 6 5
5 18 9
5 26 10
5 8 2
5 17 -1
5 12 -4
5 24 -2
5 27 -3
5 14 -2
5 22 8
5 2 9
5 16 -10
5 21 -2
6 7 8
6 14 8
6 25 -1
6 9 7
6 20 -1
6 26 3
6 22 -1
6 4 -9
6 2 1
6 17 9
6 12 -8
6 19 -5
6 24 -3
6 23 4
6 1 9
6 27 -9
6 15 -9
6 13 7
7 22 9
7 20 -7
7 1 -10
7 26 0
7 14 -6
7 16 -4
7 12 -8
7 8 2
7 10 -9
7 24 -5
7 19 1
7 9 3
7 3 5
8 16 9
8 27 3
8 2 7
8 20 7
8 5 9
8 6 -1
8 4 -1
8 22 2
8 7 1
8 26 2
8 10 1
8 18 -1
8 9 -5
8 11 -7
8 13 -6
8 1 -2
8 25 -9
8 24 -4
8 14 6
9 15 -10
9 1 -3
9 24 -4
9 27 -2
9 16 3
9 21 6
9 23 0
9 22 -1
9 13 -6
9 3 -9
9 17 1
9 7 -8
9 18 -5
9 8 -10
9 11 0
9 4 -3
9 20 -3
10 7 -6
10 9 7
10 17 3
10 27 8
10 16 -8
10 8 5
10 26 -10
10 3 10
10 18 7
10 19 2
10 11 10
10 14 -1
10 6 -5
10 21 10
10 25 -9
10 1 -5
11 9 5
11 23 -5
11 2 4
11 27 5
11 7 -8
11 24 -4
11 25 1
11 12 6
11 10 -5
11 8 -5
11 21 0
11 13 3
11 20 -3
11 19 0
11 14 -10
11 15 -8
11 16 -4
11 22 5
12 4 0
12 14 -3
12 25 9
12 7 6
12 5 9
12 6 8
12 19 -5
12 9 4
12 21 5
12 11 -9
12 22 8
12 23 -4
12 15 -6
12 16 9
12 20 -10
12 26 5
12 13 -7
13 17 2
13 18 5
13 23 -2
13 9 0
13 2 -6
13 22 -5
13 16 -5
13 6 0
13 7 4
13 11 -5
13 21 7
13 14 -5
13 4 4
13 25 -2
13 15 10
13 3 8
13 26 -7
13 24 -6
14 12 -5
14 24 4
14 5 -2
14 9 -3
14 2 -8
14 13 2
14 16 -9
14 15 7
14 18 7
14 26 -9
14 7 -5
14 25 -3
14 11 8
14 27 -10
14 6 0
14 17 -1
14 23 -10
14 8 9
15 14 1
15 5 -10
15 11 -2
15 25 -8
15 23 -5
15 12 -3
15 17 9
15 3 3
15 21 -4
15 27 10
15 22 1
15 10 1
15 9 -1
15 20 -5
16 12 -9
16 22 7
16 1 -8
16 21 -1
16 20 -10
16 9 -2
16 13 2
16 2 -1
16 6 5
16 10 -6
16 27 -1
16 7 7
16 25 -4
16 3 -8
16 26 -6
16 4 -8
16 15 -7
16 17 -9
17 20 -7
17 18 7
17 24 -8
17 23 9
17 3 7
17 4 3
17 7 7
17 27 -3
17 25 -10
17 14 -2
17 15 8
17 19 5
17 6 3
17 8 -10
17 2 9
17 5 -7
17 26 -1
17 12 -4
17 11 -1
17 13 8
18 26 6
18 20 1
18 7 9
18 14 -8
18 6 6
18 24 -1
18 21 -9
18 8 3
18 3 2
18 19 9
18 1 -7
18 16 -1
18 4 0
18 17 5
18 23 5
18 10 -4
18 25 2
18 13 6
19 16 -4
19 27 -4
19 18 3
19 23 2
19 7 5
19 4 8
19 14 6
19 12 6
19 2 -4
19 11 4
19 6 -7
19 9 -8
19 10 9
19 25 10
19 26 -10
19 13 -2
20 5 -5
20 6 -1
20 7 -6
20 23 -10
20 24 -5
20 1 5
20 14 -2
20 25 0
20 4 -5
20 18 -3
21 19 -1
21 26 10
21 24 0
21 27 6
21 15 -8
21 4 9
21 1 -4
21 14 -2
21 10 -10
21 13 -3
21 16 -3
21 5 8
21 23 7
21 20 -5
21 3 10
21 7 6
21 22 10
21 12 10
22 25 -1
22 27 -8
22 4 10
22 21 -10
22 11 4
22 5 1
22 19 -4
22 3 -1
22 2 3
22 18 9
22 26 7
22 20 -7
22 8 1
22 10 -4
22 1 7
22 9 6
23 7 5
23 14 9
23 9 8
23 4 1
23 11 0
23 17 3
23 18 -10
23 21 -5
23 24 -3
23 22 8
23 27 -5
23 12 -7
23 3 5
23 16 6
23 2 9
23 8 -10
23 6 -9
24 19 4
24 15 -6
24 26 -1
24 20 2
24 6 10
24 9 -1
24 11 -4
24 3 3
24 7 -2
24 21 5
24 10 1
24 14 -10
24 1 -8
24 5 -7
24 4 2
24 13 6
24 18 4
25 27 2
25 7 -6
25 14 -8
25 3 8
25 19 -4
25 4 4
25 5 -10
25 13 0
25 18 -8
25 12 8
25 16 0
25 2 -9
26 14 7
26 22 2
26 8 8
26 18 2
26 20 -9
26 2 3
26 24 5
26 7 -4
26 6 -7
26 4 -4
26 3 2
26 1 -7
26 16 4
26 12 0
26 9 3
26 21 2
27 1 4
27 9 3
27 21 6
27 7 3
27 11 8
27 17 9
27 16 8
27 14 -8
27 13 -2
27 23 7
27 10 -3
27 12 8
27 18 -6
27 25 -9
27 5 8
27 24 5
27 22 -9
27 2 8
27 3 -4
