15 208
1 14 5
1 3 7
1 4 2
1 5 -3
1 13 0
1 8 -2
1 10 2
1 6 6
1 9 -5
1 2 -7
1 15 7
1 7 2
1 12 -6
1 11 1
2 15 10
2 7 -6
2 5 4
2 3 -7
2 10 6
2 6 -6
2 1 0
2 11 2
2 9 7
2 8 5
2 4 2
2 14 10
2 12 7
2 13 9
3 15 -6
3 14 -4
3 11 -7
3 8 5
3 13 5
3 2 7
3 4 10
3 9 7
3 6 -3
3 12 8
3 7 -1
3 10 2
3 1 -2
4 13 9
4 5 -1
4 10 0
4 15 -9
4 11 5
4 8 7
4 2 0
4 6 4
4 3 1
4 14 -7
4 12 0
4 1 3
4 7 0
4 9 -9
5 9 6
5 13 10
5 4 6
5 15 0
5 1 2
5 3 3
5 14 5
5 2 5
5 8 8
5 12 -3
5 10 -8
5 11 1
5 7 4
5 6 -5
6 10 -7
6 13 7
6 2 5
6 8 10
6 4 6
6 15 -4
6 1 8
6 14 10
6 3 7
6 9 2
6 11 -7
6 7 6
6 5 -9
6 12 -3
7 1 0
7 10 -8
7 2 0
7 9 1
7 8 -9
7 13 2
7 6 3
7 12 3
7 3 10
7 4 5
7 15 -7
7 11 7
7 14 2
7 5 1
8 2 -10
8 1 -3
8 4 3
8 7 -9
8 6 4
8 13 8
8 14 10
8 3 7
8 9 -10
8 12 1
8 10 -3
8 15 -1
8 11 4
8 5 5
9 12 -9
9 2 -2
9 3 9
9 1 -1
9 14 0
9 5 -4
9 15 5
9 11 -4
9 8 4
9 13 -8
9 10 7
9 4 0
9 6 -6
9 7 -7
10 7 -1
10 1 -6
10 14 -5
10 11 10
10 15 -7
10 6 4
10 8 8
10 3 6
10 5 -2
10 2 4
10 13 8
10 12 3
10 4 -10
11 3 7
11 1 -7
11 5 8
11 9 -5
11 10 -7
11 7 2
11 13 -7
11 14 7
11 4 -1
11 2 -8
11 12 -1
11 8 1
11 15 2
11 6 -8
12 10 -2
12 9 -2
12 8 1
12 3 10
12 4 -1
12 13 9
12 5 -10
12 14 2
12 2 -7
12 11 7
12 6 5
12 7 0
12 15 8
12 1 -5
13 9 8
13 6 4
13 11 7
13 4 10
13 15 -4
13 10 -5
13 1 -4
13 12 1
13 5 10
13 3 -5
13 8 0
13 7 4
13 14 -1
13 2 0
14 3 -4
14 12 -8
14 4 7
14 2 9
14 8 1
14 5 5
14 6 9
14 13 3
14 7 1
14 9 8
14 15 6
14 10 7
14 1 -2
14 11 4
15 11 -1
15 8 -6
15 5 1
15 14 3
15 3 -1
15 13 3
15 9 1
15 1 -2
15 6 -6
15 12 -8
15 4 -2
15 7 -3
15 10 -1
15 2 4
