19 311
1 14 -6
1 4 -7
1 15 1
1 3 10
1 5 -7
1 2 2
1 7 4
1 19 -5
1 18 9
1 12 10
1 6 -6
1 11 -9
1 9 0
1 8 8
2 4 -8
2 7 10
2 19 -3
2 11 0
2 18 -3
2 16 8
2 15 3
2 17 -3
2 12 0
2 9 -1
2 5 -8
2 1 3
2 10 3
2 8 -9
2 13 -10
3 12 -4
3 5 -9
3 19 -6
3 14 -2
3 2 0
3 9 -1
3 8 -9
3 16 -5
3 4 -10
3 7 6
3 6 -1
3 18 2
3 13 -2
3 10 -5
3 17 -3
3 1 5
3 11 10
4 13 -8
4 5 2
4 3 -2
4 15 9
4 17 -4
4 14 6
4 18 9
4 2 3
4 1 0
4 7 -1
4 9 -3
4 16 -3
4 8 4
4 6 -6
4 10 -3
4 12 6
5 2 1
5 13 -2
5 14 -6
5 16 4
5 1 -5
5 9 -4
5 3 4
5 7 5
5 12 9
5 17 10
5 18 6
5 19 10
5 15 9
5 11 -6
5 4 -5
5 6 7
5 10 9
5 8 7
6 3 7
6 5 7
6 1 10
6 10 10
6 4 2
6 2 -2
6 8 5
6 14 -6
6 12 4
6 15 -5
6 17 -5
6 7 -2
6 19 10
6 9 -3
6 13 9
6 11 -7
6 16 8
6 18 2
7 17 -8
7 2 8
7 5 7
7 10 -9
7 1 -5
7 18 9
7 4 1
7 12 10
7 6 4
7 11 5
7 13 0
7 3 -1
7 14 1
7 19 -5
7 9 3
7 16 0
8 4 7
8 9 -5
8 2 -8
8 10 -1
8 13 5
8 7 -10
8 1 2
8 3 -2
8 6 7
8 12 -2
8 5 4
8 19 0
8 14 -3
8 15 -6
8 18 -10
8 17 -6
8 16 3
8 11 9
9 16 5
9 8 3
9 13 10
9 14 -4
9 18 9
9 1 -9
9 5 1
9 12 -6
9 10 2
9 19 -4
9 11 -9
9 15 -5
9 4 -2
9 3 1
9 17 7
9 2 6
9 7 5
10 19 -10
10 3 -10
10 13 3
10 9 -10
10 12 7
10 2 6
10 16 -8
10 7 -9
10 8 10
10 15 -10
10 5 -6
10 1 8
10 18 -4
10 14 -3
10 17 10
10 4 5
10 11 -6
11 1 -8
11 19 -2
11 5 9
11 2 6
11 10 0
11 3 -1
11 18 -1
11 17 -9
11 9 -10
11 7 4
11 8 -7
11 14 4
11 6 -9
11 12 9
11 16 -1
11 13 -4
11 4 4
12 7 -1
12 1 -7
12 14 -1
12 2 5
12 3 1
12 16 7
12 18 -3
12 9 -3
12 17 9
12 15 1
12 13 7
12 19 0
12 4 6
12 10 2
12 5 -7
13 2 1
13 14 -2
13 4 -7
13 12 -3
13 6 -6
13 7 10
13 9 7
13 8 3
13 10 -4
13 18 -8
13 1 3
13 17 9
13 16 -8
13 5 7
13 15 9
13 3 -1
14 5 -2
14 3 -5
14 9 0
14 10 6
14 18 2
14 19 0
14 7 2
14 12 8
14 2 8
14 16 1
14 6 -4
14 4 3
14 15 -9
14 8 5
14 17 10
15 17 -4
15 13 -9
15 6 -5
15 12 7
15 4 10
15 8 2
15 19 -9
15 9 2
15 11 -2
15 3 -3
15 14 -9
15 2 -9
15 1 -3
15 7 9
15 5 -3
16 13 1
16 17 -2
16 5 -6
16 1 -2
16 14 -2
16 4 -8
16 7 -8
16 10 5
16 15 -9
16 2 4
16 9 -3
16 11 -4
16 12 5
16 18 7
16 6 -6
16 3 10
17 12 -2
17 3 -6
17 4 -3
17 6 -7
17 2 2
17 16 -1
17 14 -8
17 9 9
17 13 -4
17 18 3
17 8 0
17 11 -7
17 15 -8
17 7 6
17 19 0
17 1 9
17 10 10
18 11 -7
18 4 -10
18 3 7
18 16 3
18 8 7
18 12 5
18 9 -5
18 2 7
18 17 -8
18 7 8
18 15 9
18 1 4
18 6 -8
18 13 1
18 10 10
18 5 -4
18 19 1
18 14 -8
19 10 10
19 11 9
19 16 10
19 14 1
19 17 4
19 4 10
19 7 -3
19 2 4
19 6 7
19 18 0
19 13 2
19 1 6
19 9 6
19 12 5
19 8 8
19 5 -6
