34 492
1 28 -10
1 17 0
1 12 -10
1 3 1
1 21 1
1 27 -5
1 9 -4
1 23 2
1 34 -4
1 33 -6
1 32 -10
1 5 8
1 2 0
1 13 -3
1 19 8
1 15 -10
1 24 -4
2 26 6
2 14 -1
2 28 -1
2 30 -2
2 23 6
2 21 -3
2 3 1
2 18 9
2 29 -10
2 1 5
2 17 -4
2 34 -6
2 6 -9
2 31 6
2 13 -2
2 20 5
2 32 -7
3 18 -4
3 19 -9
3 24 7
3 20 -1
3 8 -5
3 1 1
3 34 3
3 22 -4
3 14 -4
3 15 -8
3 17 8
3 25 -3
3 23 -8
3 4 8
3 5 -5
3 28 -4
3 30 -6
4 19 -6
4 34 9
4 7 7
4 28 8
4 10 -6
4 20 -6
4 9 1
4 16 -6
4 31 3
4 11 2
4 12 10
4 32 7
4 25 7
4 8 9
4 5 6
4 21 7
5 10 5
5 8 -9
5 11 -8
5 19 -6
5 17 -10
5 30 -4
5 26 -9
5 27 2
5 6 6
5 7 10
5 25 0
5 9 6
5 4 7
6 34 -9
6 4 -6
6 20 5
6 23 -7
6 29 6
6 26 2
6 13 3
6 7 1
6 31 -9
6 32 -2
6 21 9
6 5 8
7 29 2
7 17 1
7 19 -6
7 14 4
7 33 5
7 18 -5
7 13 9
7 25 0
7 4 7
7 22 9
7 5 -5
7 23 5
7 30 -10
7 6 -5
7 28 1
8 34 3
8 27 -3
8 13 6
8 16 6
8 20 -9
8 10 5
8 4 0
8 28 7
8 32 -1
8 19 5
8 29 6
8 1 6
8 33 -3
8 24 10
8 25 -2
8 12 -7
9 20 -7
9 4 -10
9 25 -7
9 21 -7
9 5 -4
9 19 1
9 1 2
9 26 8
9 10 -5
9 13 5
9 27 -2
9 18 2
10 4 -4
10 16 2
10 7 -4
10 6 -6
10 17 -2
10 18 4
10 5 8
10 2 1
10 22 -5
10 20 -8
10 8 -6
11 4 9
11 32 4
11 10 2
11 23 -1
11 6 -7
11 2 -9
11 19 -7
11 3 -3
11 15 9
11 29 1
11 12 -6
11 1 10
11 13 -7
11 17 -4
11 18 1
11 27 -4
11 24 -5
12 17 1
12 15 -5
12 30 0
12 9 -3
12 29 1
12 19 7
12 25 -10
12 31 -6
12 10 -3
12 5 3
12 26 3
12 34 -4
12 4 9
12 27 3
12 16 3
13 19 -5
13 9 -6
13 23 -8
13 33 0
13 18 0
13 15 3
13 28 -3
13 14 -8
13 34 -9
13 3 -6
13 25 -7
13 16 10
13 4 -9
13 6 -3
14 3 -6
14 24 4
14 13 5
14 16 -6
14 12 -6
14 23 0
14 7 -10
14 15 -5
14 6 4
14 32 2
14 2 -6
14 10 1
14 27 -5
14 31 -3
15 16 -7
15 31 4
15 25 -5
15 4 -7
15 29 -7
15 30 4
15 22 1
15 6 -6
15 12 1
15 27 -6
15 17 10
15 26 7
15 3 5
15 1 7
15 14 7
16 3 -2
16 14 -1
16 23 4
16 2 -6
16 13 0
16 28 -3
16 12 1
16 34 6
16 11 -3
16 17 -2
16 9 1
16 32 -8
16 1 -9
16 7 8
16 31 3
16 15 -5
17 28 -1
17 3 5
17 7 0
17 20 -7
17 29 8
17 26 -3
17 21 0
17 18 7
17 19 2
18 5 3
18 31 -2
18 13 -6
18 30 0
18 32 9
18 28 4
18 21 5
18 34 8
19 27 -7
19 17 -7
19 2 -1
19 33 8
19 1 3
19 16 -1
19 25 10
19 12 -3
19 13 -2
19 4 2
19 28 -6
19 5 -4
19 34 -9
20 24 10
20 18 -4
20 3 -1
20 15 -6
20 1 -4
20 21 -1
20 30 -6
20 14 -9
20 16 0
20 13 -7
20 27 -3
20 7 -6
20 12 1
20 28 -1
20 25 -1
20 32 -2
20 23 -7
20 19 -4
20 11 -7
21 33 2
21 10 10
21 7 -5
21 23 2
21 30 -7
21 15 -4
21 4 -6
21 19 -6
21 20 -5
21 26 -8
21 32 0
22 3 8
22 20 0
22 17 8
22 24 -2
22 33 -8
22 32 -8
22 30 0
22 13 -1
22 27 -7
22 31 -7
22 6 -5
22 9 10
22 23 -8
22 29 9
22 8 8
22 28 6
23 7 9
23 32 -7
23 20 0
23 24 8
23 4 -7
23 3 -9
23 27 2
23 15 4
23 8 -9
23 13 -8
23 33 -1
23 2 -7
23 18 9
23 22 -1
24 27 -2
24 2 10
24 8 3
24 33 -2
24 34 -4
24 25 6
24 21 4
24 3 -5
24 28 6
24 5 -8
24 7 3
24 30 3
24 14 2
24 32 -1
24 4 2
25 34 7
25 8 5
25 21 1
25 13 10
25 1 -8
25 18 2
25 28 9
25 12 -6
25 4 6
25 23 10
25 2 -8
25 7 -3
25 6 7
25 30 3
25 27 -5
26 16 2
26 10 7
26 2 6
26 4 -2
26 30 -7
26 9 9
26 13 -5
26 7 7
26 19 0
26 27 4
26 22 -3
26 25 0
27 13 -10
27 22 2
27 2 10
27 15 3
27 16 6
27 20 -6
27 33 -4
27 8 -9
27 32 -10
27 18 6
27 11 -1
28 20 -9
28 30 -6
28 3 5
28 21 10
28 16 -8
28 27 -3
28 33 9
28 13 -1
28 9 0
28 10 2
28 2 3
28 11 -3
28 17 6
28 14 -2
28 19 0
28 32 6
28 6 -7
28 23 -6
29 26 -4
29 34 1
29 3 -9
29 1 -2
29 6 4
29 31 -3
29 7 -1
29 28 -2
29 25 -5
29 13 7
29 18 1
29 9 -4
29 5 -3
29 14 -2
29 24 -1
29 8 2
30 22 4
30 19 9
30 20 -10
30 18 0
30 13 5
30 1 2
30 21 -9
30 28 -9
30 31 2
30 32 -6
30 6 6
30 25 9
30 33 -8
30 17 3
30 5 4
30 34 5
30 26 4
30 16 4
31 16 -7
31 17 7
31 15 -2
31 19 -10
31 9 7
31 25 6
31 5 -3
31 34 0
31 28 -8
31 21 -9
31 6 -5
31 33 -7
31 7 -5
32 13 2
32 21 7
32 11 1
32 5 6
32 2 1
32 16 3
32 8 -2
32 24 6
32 33 -2
32 31 -6
32 26 5
32 30 6
32 15 3
32 34 -7
32 9 1
32 19 2
32 18 -10
33 4 9
33 34 7
33 27 -8
33 21 -4
33 15 4
33 18 8
33 24 -9
33 25 7
33 12 -8
33 30 10
33 11 -1
33 10 1
33 17 0
33 23 0
33 32 -2
34 3 5
34 33 -8
34 30 9
34 4 -6
34 14 -5
34 32 -5
34 11 6
34 24 4
34 15 -3
34 23 7
34 12 -6
34 25 4
34 8 3
34 28 5
34 19 -10
